"Formularz";"Nazwa pola";"Logiczna nazwa pola";"Typ pola";"Zrodlo wartosci";"Opis logiki";"Moment aktualizacji";"Uwagi"
"Produkt Dopasowany";"Produkt Przetargu";"neu_tenderproductid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Produkt Dopasowany";"Produkt SAP";"neu_productid";"Lookup";"Ustawiane w pluginie (akcje: CheckAndReplaceProductFromOMSAction)";"Pole ustawiane w pluginie przy zapisie rekordu.
• Akcje: CheckAndReplaceProductFromOMSAction
Kod (repo): app\plugins\Neuca.Crm.Magellan.NeuMappedProducts.Plugins\Actions\CheckAndReplaceProductFromOMSAction.cs";"• Zapis rekordu
• Akcja plugin: CheckAndReplaceProductFromOMSAction";""
"Produkt Dopasowany";"Producent sprzedażowy";"neu_salesproducerid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Produkt Dopasowany";"Nieaktywny Produkt SAP";"neu_isinactiveproductsap";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Produkt Pharmindex";"neu_productpharmindexid";"Lookup";"Wpisane przez uzytkownika (wybor rekordu)";"Pole lookup - powiazanie z innym obiektem w systemie. Do uzupelnienia szczegoly biznesowe (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Produkt Dopasowany";"Cena historyczna";"neu_pricepreviouszpzk";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Kalkulacja z ceną historyczną";"neu_ispriceprevious";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Wyłączony z rabatowania";"neu_isexcludedfromdiscount";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Sposób przeliczania ceny jednostkowej";"neu_priceperunitcalcmethod";"Opcje wyboru
- Zaokr. do 2 m-c po przecinku : 279660000
- Zaokr. do 3 m-c po przecinku : 279660001
- Zaokr. do 4 m-c po przecinku : 279660002";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Produkt Dopasowany";"Status dopuszczenia do obrotu";"neu_istradingadmissionstate";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Data dopuszczenia";"neu_tradingadmissiondate";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Numer dopuszczenia";"neu_tradingadmissionnumber";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Produkt w terminie przetargu";"neu_istradingadmissiondateinterm";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Produkt w Programie Lekowym";"neu_isdrugprogram";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Specjalistyczna umowa NFZ";"neu_isspecializedcontractnfz";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Produkt problematyczny";"neu_isproblem";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Powód problematyczności produktu";"neu_problemdescription";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Status zaopatrzenia";"neu_supplystatus";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Aktywny w Pharmindex";"neu_isactiveinpharmindex";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Wymagana akceptacja";"neu_isaccept";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Powód akceptacji";"neu_acceptdescription";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Wyczyść typ dopasowania";"WebResource_neu_mappedproductaClearTypeButton";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Nazwa handlowa";"neu_nametrade";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Kod EAN";"neu_eancode";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Kod SAP";"neu_sapcode";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Kod BLOZ7";"neu_bloz7code";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Kod BLOZ12";"neu_bloz12code";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Nieaktywny Produkt SAP";"neu_isinactiveproductsap";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Typ";"neu_typedrug";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Dopuszczony-Pharmindex brak";"neu_csioz";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Sposób rozliczania";"neu_settlementmethod";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Warunki z ostatnich 12 miesięcy";"neu_istradetermslastyear";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ostatnia data otrzymania warunków";"neu_lastzpzkdate";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ostatnia cena ZPZK z otrzymanych warunków";"neu_lastpricezpzk";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Numer Oferty Producenta";"neu_code";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Typ kalkulacji z otrzymanych warunków";"neu_caltulationtype";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Nazwa międzynarodowa";"neu_nameinternational";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Postać";"neu_form";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Dawka";"neu_dosage";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Jednostka";"neu_unit";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Sposób przeliczania wielkości opakowań";"neu_packagingcalculatemethod";"Opcje wyboru
- Zaokr. Do pełnego w dół : 279660004
- Zaokr. Do pełnego w górę : 279660003
- Zaokrąglenie do 2 miejsc po przecinku : 279660000
- Zaokrąglenie do 3 miejsc po przecinku : 279660001
- Zaokrąglenie do 4 miejsc po przecinku : 279660002";"Wybór uzytkownika lub ustawiane wedlug logiki";"Do uzupelnienia na podstawie analizy biznesowej i konfiguracji (repo: Neuca.Crm.Magellan).";"Zapis rekordu";""
"Produkt Dopasowany";"Problem z przeliczeniem ilości jednostek miary";"neu_unitamountproblem";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ilość jednostek miary do kalkulacji";"neu_unitamount";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ilość jednostek miary do kalkulacji - zmiana";"neu_unitamountchange";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ilość jednostek miary do SAP";"neu_unitamountsap";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Opakowanie";"neu_packaging";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ilość sztuk w opakowaniu";"neu_packagingqty";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ilość sztuk w opakowaniu - zmiana";"neu_packagingqtychange";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Opakowanie zbiorcze";"neu_packagingset";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Droga podania";"neu_routeofadministration";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Substancja czynna";"neu_activesubstance";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Idealna dawka";"neu_perfectdosage";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Nazwa rozczytana";"neu_namefromexcel";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Postać rozczytana";"neu_formfromexcel";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Dawka rozczytana";"neu_dosagefromexcel";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Jednostka rozczytana";"neu_unitfromexcel";"Tekst";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ilość jednostek miary rozczytana";"neu_unitamountfromexcel";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Opakowanie rozczytane";"neu_packagingfromexcel";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ilość sztuk rozczytana";"neu_quantityfromexcel";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Opakowanie do przeliczeń";"neu_packageforcalc";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Dodaj do ZPZK";"WebResource_neu_mappedproductaddPositionZPZK";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Ustaw indeks 0";"WebResource_ButtonAddIndexZero";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Rekalkuluj";"WebResource_neu_mappedproductCalc";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"% Narzut";"neu_overheadpercent";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Cena zakupu ZACZ";"neu_pricepurchase";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Cena jednostkowa ZACZ";"neu_pricepurchaseunit";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"% Marża brutto";"neu_marginbruttopercent";"Do uzupelnienia (brak w modelu)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Cena sprzedaży";"neu_priceselling";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Sprzedaż budżetowa brutto SAP";"neu_budgetsalebruttosap";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Korekta narzutu";"neu_overheadadjustment";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Cena specjalna zakupu ZPZK";"neu_pricespecialpurchase";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
"Produkt Dopasowany";"Cena jednostkowa ZPZK";"neu_pricespecialpurchaseunit";"Waluta";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan)";"Do uzupelnienia na podstawie analizy biznesowej (repo: Neuca.Crm.Magellan).";"Do uzupelnienia";""
